ticker,published_utc,title,publisher,url
PNW,2025-11-03T12:59:39+00:00,Should You Invest in Pinnacle West Capital (PNW)?,Yahoo,https://finnhub.io/api/news?id=823bf6bbaca0e10afbc641b73ca9be30e581b16567b5847d1a76aef263866f30
PNW,2025-10-24T09:07:28+00:00,How Recent Developments Are Shaping the Pinnacle West Capital Investment Story,Yahoo,https://finnhub.io/api/news?id=57368a965f961e73c47b2aa91934cd1020f0722701468bb42902a39918e9c51f
PNW,2025-10-17T15:40:02+00:00,POR vs. PNW: Which Stock Should Value Investors Buy Now?,Yahoo,https://finnhub.io/api/news?id=9535dea29ea427bb7b5c85f198126430e012c554aacb2fcff1d9f058533ce76c
PNW,2025-10-09T07:09:36+00:00,How Do Insider Sales and Mixed Analyst Views Shape Pinnacle West (PNW)’s Investment Narrative?,Yahoo,https://finnhub.io/api/news?id=8593f38bd987ac7a78261e7efb9d8c6741b94c072f1733bfc6d52214075f2117
PNW,2025-09-29T02:01:52+00:00,Here's How You Can Earn $100 In Passive Income By Investing In Pinnacle West Capital Stock,Yahoo,https://finnhub.io/api/news?id=ff738b1a45600803c7244737eaa47ae8076d270bd3c26350957aca57cebb062a
PNW,2025-09-19T13:00:00+00:00,AZ-VC II Launches to Fill The Funding Gap For Non-Coastal Startups; Eschews Sky-High Coastal Valuations,Yahoo,https://finnhub.io/api/news?id=b8ca66d64c965ceac31a1684ed1cb7ace724bb32a083d724f15f0124857e52e9
PNW,2025-09-19T05:57:16+00:00,Mizuho Downgrades Pinnacle West Capital (PNW) Stock to Neutral,Yahoo,https://finnhub.io/api/news?id=db791bbc50f78b412be1cf9b565114107c4d58d8ffb3c2352f736d08cff2efb9
PNW,2025-09-10T16:40:03+00:00,NWE vs. PNW: Which Stock Should Value Investors Buy Now?,Yahoo,https://finnhub.io/api/news?id=38acbdab68f671ad5aa451bdffc4c1944a16df476a1ba5eb50d7198436de2730
PNW,2025-08-29T13:46:00+00:00,Pinnacle West Benefits From Investments & Expanding Customer Base,Yahoo,https://finnhub.io/api/news?id=a63b89cb0ebd088c1934e2ae3d34dbb0db1d5de0044c5e6a5b7c67243b63e356
PNW,2025-08-01T12:51:00+00:00,Brookfield Renewable Partners Posts Wider-Than-Expected Q2 Loss,Yahoo,https://finnhub.io/api/news?id=c1fb5526be79e4fc890b7c5b43de6873d65563df1476936d7a0c7b804914865b
PNW,2025-07-14T10:51:34+00:00,Investors in Pinnacle West Capital (NYSE:PNW) have seen decent returns of 49% over the past three years,Yahoo,https://finnhub.io/api/news?id=04969e21bd479155693fe5b8d137728ce7c06e3699536a8e66ff0d432a69cdc6
PNW,2025-06-13T05:38:52+00:00,Pinnacle West Vs. Avista: A Classic Tradeoff For Investors,SeekingAlpha,https://finnhub.io/api/news?id=467daf40670ad12c8018850af8a5029c8d88cb2820e05e3a4bf8d3213b4db07c
PNW,2025-05-27T17:05:10+00:00,Pinnacle West Capital : May Investor Meetings,Finnhub,https://finnhub.io/api/news?id=f163117c5f97f4261ff8b3ca420ea9c3de375721e4c8988a21f4854e413e1706
PNW,2025-04-24T14:53:00+00:00,"Xcel Energy Misses Q1 Earnings and Revenue Estimates, to Invest $45B",Yahoo,https://finnhub.io/api/news?id=9db99bf8c6146d9b50b6d8837c1edf9b45f33aa3650ea3040a801bf58699010c
PNW,2025-02-07T14:11:00+00:00,"Brookfield Renewable Partners Q4 Earnings Top Estimates, Stock Up 3.5%",Yahoo,https://finnhub.io/api/news?id=a68cf64eae15bb0beab71e366db839c513883a8dafe0b3d2d253e5368dd27ca6
PNW,2025-02-03T19:39:02+00:00,Investors in Pinnacle West Capital (NYSE:PNW) have seen respectable returns of 32% over the past year,Yahoo,https://finnhub.io/api/news?id=e1c8ebc4bc758e31269db45f212e2042ade51bf3da7878b498084705821ea031
PNW,2024-12-27T17:00:10+00:00,All You Need to Know About Pinnacle West (PNW) Rating Upgrade to Buy,Yahoo,https://finnhub.io/api/news?id=91c19616df1ebfb08e273a724f68e26da26ea7c63a3636ce7d28c02a9e1c3664
PNW,2024-12-25T16:40:10+00:00,PNW vs. PEG: Which Stock Should Value Investors Buy Now?,Yahoo,https://finnhub.io/api/news?id=eb6b54daf40570d604cbe6aa1c7c73ba335577c726f310f2c0199fadf6e3770c
PNW,2024-12-04T19:20:19+00:00,Keybanc Upgrades Pinnacle West Capital (PNW),Fintel,https://finnhub.io/api/news?id=e226bcfd2e8106fbf88ab6e9166dcd00cfe4568c1a418bbc50ca6fd56ed948c7
PNW,2024-11-22T14:40:12+00:00,Are You a Value Investor? This 1 Stock Could Be the Perfect Pick,Yahoo,https://finnhub.io/api/news?id=a62be0ac2f4a94821ed114b1106fb2b781de6636fe8e54e8908c7b881743198e
PNW,2024-11-18T14:15:52+00:00,Barclays Downgrades Pinnacle West Capital (PNW),Fintel,https://finnhub.io/api/news?id=f990c2c489100555e513ab73a63446ceb2fd5255026c0b19c4767922785ebf9f
