ticker,published_utc,title,publisher,url
BLDP,2025-11-11T16:41:01+00:00,Plug Power: Sell On Rapidly Declining Backlog And No Visible Path To Profitability,SeekingAlpha,https://finnhub.io/api/news?id=cfdaf28b9edaae8b5384815a4064c14b4e44fa9fab88da02e30f222b3fb6132d
BLDP,2025-10-08T04:46:01+00:00,Plug Power: Sell On Unwarranted AI Data Center Hype,SeekingAlpha,https://finnhub.io/api/news?id=843b01377098358f3c079a426e0d2ca3bf7c85bf0a8f2966a03693cb20f99936
BLDP,2025-09-24T05:53:49+00:00,"Lumen Technologies, Inc. (LUMN) Shareholder/Analyst Call Transcript",SeekingAlpha,https://finnhub.io/api/news?id=969b739acad1c57bbcf3353d058d13b4bf5e30caec58741e7553ee66a5f9bd65
BLDP,2025-09-24T04:50:44+00:00,FuelCell Energy: AI Data Center Enthusiasm Seems Misplaced - Sell,SeekingAlpha,https://finnhub.io/api/news?id=7b418d5a86dddc0d2842e7317b6fa73bf47a1ecf1333e7deaaa8d42ae5fdc36e
BLDP,2025-08-20T14:36:45+00:00,Ballard Power: Developing A Viable Business Model Likely To Remain A Battle - Hold,SeekingAlpha,https://finnhub.io/api/news?id=fc9d4311318ba59fa1badf71b1ce8852cb99c734730aa0810ed05babb4379ddf
BLDP,2025-08-13T03:33:48+00:00,Ballard Reports Strategic Realignment To Strengthen Commercial Focus And Achieve Positive Cash Flow Under New Management,Yahoo,https://finnhub.io/api/news?id=5c7ed48f2f15b4653f089bbe3ebd08ba5aa6328b8f6c84be45802babf667aedb
BLDP,2025-08-11T22:55:04+00:00,"Ballard Power Systems (BLDP) Reports Q2 Loss, Misses Revenue Estimates",Yahoo,https://finnhub.io/api/news?id=eb630aaf697d41ba86810067ee13450f9aa723e39c7a76fa08d8e55e9b2d59df
BLDP,2025-08-11T22:07:08+00:00,Ballard: Q2 Earnings Snapshot,Yahoo,https://finnhub.io/api/news?id=698fe0f5090e3061a7b0e86310e8d2d948db2d1ec91a0017d2ef1deb100c5711
BLDP,2025-08-11T14:26:22+00:00,Ballard Power Systems Inc. (BLDP) Q2 2025 Earnings Call Transcript,SeekingAlpha,https://finnhub.io/api/news?id=3ea07710bde223fe0636db955efcee1250753235fbf7838e7be746910f4250f0
BLDP,2025-08-11T13:30:00+00:00,Ballard Power Systems Reveals Bold Plan for Profitability by 2027,Yahoo,https://finnhub.io/api/news?id=ed2d4962d5e296368faa5541421b1862f2b15fb22942b4567789f572b446525b
BLDP,2025-08-11T12:59:35+00:00,Ballard Power Systems Q2 Net Loss Narrows and Beats Expectations,Yahoo,https://finnhub.io/api/news?id=d917caf1adbcb7fa2a9b46439fc9245cb40b83bbebc4d08ce420e8f243071045
BLDP,2025-08-11T11:30:00+00:00,Ballard Reports Q2 2025 Results,Yahoo,https://finnhub.io/api/news?id=4a91b1a89164b0fc9bf1e98e7a42704c28ec14e687e0fb2c1d0eaf74adaf43fc
BLDP,2025-08-07T12:10:02+00:00,Evergy Inc (EVRG) Q2 Earnings Surpass Estimates,Yahoo,https://finnhub.io/api/news?id=88929598ecbf8529ed7c8712b3482792e10578559917422a48f034a348f4412f
BLDP,2025-08-06T17:40:01+00:00,MGE (MGEE) Misses Q2 Earnings Estimates,Yahoo,https://finnhub.io/api/news?id=e95ca45127ce62b591a4ae5ddc8408345f5970cdce211b4221d88d1d6e7e7ea0
BLDP,2025-07-31T21:32:41+00:00,Ballard Up 27% In US After Hours As Announces Strategic Realignment,Yahoo,https://finnhub.io/api/news?id=c987abc0207a620f7b7c628f2bf7c5ab5af9ae1e42a156deff6de545893b7645
BLDP,2025-07-31T21:00:00+00:00,Ballard Announces Strategic Realignment to Strengthen Commercial Focus and Achieve Positive Cash Flow Under New Leadership,Yahoo,https://finnhub.io/api/news?id=59540ae5fa19bac784e2353afb386514a131182b9e65f38d664b04cf44b70d7b
BLDP,2025-07-29T10:17:43+00:00,Ballard Power: Waiting For New Leadership To Right The Ship - Hold,SeekingAlpha,https://finnhub.io/api/news?id=77062e1e3dd8306f732e59f8ba2908c8f8e81397e8cf1b3f53ec042e0c073b81
BLDP,2025-07-22T15:45:00+00:00,Ballard Powers Green Shipping Transition With Hydrogen Fuell Cells,Yahoo,https://finnhub.io/api/news?id=b4041943124b6edba66c60f8df9548eb60a143adfe55d00c83b8924a21935011
BLDP,2025-07-22T12:11:06+00:00,"Exchange-Traded Funds, Equity Futures Lower Pre-Bell Tuesday as More Corporate Earnings Awaited",Yahoo,https://finnhub.io/api/news?id=2dd7bb83143f9338b0680a541e676802a124577ec6db5ccb5923c12362ce0484
BLDP,2025-07-22T10:46:30+00:00,Ballard Signs Order for 6.4 MW of Fuel Cell Engines to eCap Marine for Samskip Vessels,Yahoo,https://finnhub.io/api/news?id=00ac47a8989ab066e3b14e3b3b296c829d40ece7f95b3e17eedb300194ec883d
BLDP,2025-07-22T00:30:00+00:00,Ballard announces order for 6.4 MW to eCap Marine for Samskip vessels,Yahoo,https://finnhub.io/api/news?id=3b554661fc2b262204ae19b762aa1d9e40c5e5209197569dfc940a396ddc1038
BLDP,2025-07-20T12:54:30+00:00,"Retail investors account for 59% of Ballard Power Systems Inc.'s (TSE:BLDP) ownership, while institutions account for 25%",Yahoo,https://finnhub.io/api/news?id=d6cadc9e586516d0c096e266c4c49420a743e1e8c1e31ebb1cb957255b559719
BLDP,2025-07-16T12:39:00+00:00,Can VRT's Strong Global Ties Drive Further Upside for the Stock?,Yahoo,https://finnhub.io/api/news?id=b3f22699f10310d2cb1b07f57a49d6ac0a049f835239d9620f9887487ab12528
BLDP,2025-07-11T15:18:00+00:00,Plug Power Stock Down 38% in Past Six Months: What Should Investors Do?,Yahoo,https://finnhub.io/api/news?id=5130514de43b64485267bea9f1e98397be706a5f30298a3659edfdd16291cdac
BLDP,2025-07-09T11:30:00+00:00,Ballard Announces Q2 2025 Results Conference Call,Yahoo,https://finnhub.io/api/news?id=746e9b0492ddbe3411456b0d59540159ee3470ec6e189ff713a4e2055b5f8701
BLDP,2025-06-18T18:38:45+00:00,Ballard Power Systems Files Latest Base Shelf Prospectus for Financial Flexibility,Yahoo,https://finnhub.io/api/news?id=9715de42970df073d0f407a3fa425f097eb0dc4d43201f3bf46e5ad024207df5
BLDP,2025-06-17T14:48:52+00:00,Update On Ballard Power Systems; National Bank On Announcement of New CEO to Navigate Market Turbulence,Yahoo,https://finnhub.io/api/news?id=b431f98f5bcd891f647934d201d6678fe26ef48567f40f840d666c1c6ec146e6
BLDP,2025-06-17T14:01:00+00:00,Verdagy Announces CEO Transition to Lead Company's Next Phase of Growth,Yahoo,https://finnhub.io/api/news?id=aea158ae2b4b34d0544531f0097b4c5786d45bdf57b2dc0c354bcbf196383fa7
BLDP,2025-06-16T22:00:00+00:00,Ballard announces leadership transition,Yahoo,https://finnhub.io/api/news?id=44390ada2447f9abae7ee144a284ced93e9be1c06792286b76a524b05af3ad2d
BLDP,2025-06-12T11:30:00+00:00,Ballard Files Base Shelf Prospectus to Replace Existing Shelf Prospectus,Yahoo,https://finnhub.io/api/news?id=33500008732f36bee8b55318db6618b5285ba83186a9ca42df3322497e98b499
BLDP,2025-06-06T15:38:28+00:00,Ballard Power to supply fuel cell engines to Sierra Northern Railway,Yahoo,https://finnhub.io/api/news?id=171b154ddafa0ccd09b90bcc64bb1bcd71084bc0b8a9df38ae5feb32caf1852f
BLDP,2025-06-05T11:30:00+00:00,Ballard announces 1.5 MW fuel cell engine order for Sierra Northern Railway,Yahoo,https://finnhub.io/api/news?id=df44db81a66dd02acf0ebdba2acd9fe0aa126201003490517c18300d9b35097b
BLDP,2025-06-05T11:30:00+00:00,Ballard Power announces results of 2025 Annual General Meeting of Shareholders,Yahoo,https://finnhub.io/api/news?id=27b799d58f3495b6fa4573a91d6fd6d88baa054bfd273d5da23d12dc3489b04c
BLDP,2025-05-23T13:55:03+00:00,"Ballard (BLDP) May Find a Bottom Soon, Here's Why You Should Buy the Stock Now",Yahoo,https://finnhub.io/api/news?id=e20b71e5877d9e66583848f770bd9c4e5de19bfd5f3099e9d7f64f545fc585ce
BLDP,2025-05-16T16:00:00+00:00,Byrna Technologies Stock Falls 11% YTD: Is This the Right Time to Buy?,Yahoo,https://finnhub.io/api/news?id=c9891b270f2e84fd262e80581a989d18a5fffcf61ca28f161b0c74b2169a0f21
BLDP,2025-05-14T16:00:09+00:00,All You Need to Know About Ballard (BLDP) Rating Upgrade to Buy,Yahoo,https://finnhub.io/api/news?id=54e1fb1c5fb71d6fddb7f75f7c50a7fb121e79fdc2de1f8608a0c4c1ff581fd9
BLDP,2025-05-08T10:54:38+00:00,"Ballard Power Systems First Quarter 2025 Earnings: EPS Beats Expectations, Revenues Lag",Yahoo,https://finnhub.io/api/news?id=647e6de236431d4cce1d4585f8a7e281d7572ce3e5e9d13913204fb67073054f
BLDP,2025-05-07T07:17:56+00:00,Ballard Power Systems Inc (BLDP) Q1 2025 Earnings Call Highlights: Revenue Growth and Strategic ...,Yahoo,https://finnhub.io/api/news?id=51048bda8c127fc5c4ef4fa4961c60f479564dae92f6b23258574f0eebd31108
BLDP,2025-05-06T21:19:11+00:00,Ballard Power: Weak Prospects Reflected In Discounted Valuation - Hold,SeekingAlpha,https://finnhub.io/api/news?id=91578bb0cc69b5f61754c90b1cfb0c97ce51a3c9b6b4122437ece39fd273eea0
BLDP,2025-05-06T14:27:10+00:00,Ballard Power Systems Inc. (BLDP) Q1 2025 Earnings Call Transcript,SeekingAlpha,https://finnhub.io/api/news?id=18b1aeba3756111899c2c0565ae41b32c63760b5f8ddeba921f2438b5c1e75bb
BLDP,2025-05-06T13:55:02+00:00,"Ballard Power Systems (BLDP) Reports Q1 Loss, Lags Revenue Estimates",Yahoo,https://finnhub.io/api/news?id=6e2446c022e6da09cb73c172c6d81bf6a4732b171d5b305b4538599a294d3c08
BLDP,2025-05-06T12:47:24+00:00,Ballard: Q1 Earnings Snapshot,Yahoo,https://finnhub.io/api/news?id=c6690b89f7f15c971406156e5acc16073f5dc6bb278c8834e508aa08c3b54b8e
BLDP,2025-05-06T12:29:12+00:00,Ballard Power Edges Higher Pre-market as Q1 Loss Narrows on Higher Revenue and Cost Cuts,Yahoo,https://finnhub.io/api/news?id=9ee61137d9cb6470bac1da4c879c24f9895d94d08f601cd6ee7f595138f4b498
BLDP,2025-05-06T11:30:00+00:00,Ballard Reports Q1 2025 Results,Yahoo,https://finnhub.io/api/news?id=2a686fd0c21d73e553c8ec94404a6ab0e1f7d1926ef58ad43d19e00508bf5303
BLDP,2025-04-08T14:11:00+00:00,Fabrinet (FN) Moves 4.9% Higher: Will This Strength Last?,Yahoo,https://finnhub.io/api/news?id=9a481f6fd8d0cc83af32bb323afd5e3aed7ce441aa47b92696ed82547aa15eba
BLDP,2025-04-08T14:07:37+00:00,Is Ballard Power Systems Inc. (BLDP) the Best Hydrogen Stock to Buy According to Billionaires?,Yahoo,https://finnhub.io/api/news?id=c08b354181f781484f5b1379f7abe5868bfd7d3fc164db9037c67f0825238419
BLDP,2025-04-03T11:30:00+00:00,Ballard Announces Q1 2025 Results Conference Call,Yahoo,https://finnhub.io/api/news?id=dba3c544d5132d7975abbd37ba57baca0ecd1fee9e201f3dab3aaa3dae602294
BLDP,2025-03-30T10:00:00+00:00,Comprehensive Q1 Review Of My Stock Picks + Ratings Updates,SeekingAlpha,https://finnhub.io/api/news?id=d9fe07793544378d93d34e86bfa08ecdf8fd2ba8c381a3f5ffafae42e90d34ff
BLDP,2025-03-14T12:31:14+00:00,Ballard Power: Strong Bookings Quarter But Prospects Remain Muted - Hold,SeekingAlpha,https://finnhub.io/api/news?id=aa0edd929cda116d53f57c4f8579c20fe6a663d57104bad502e93afa43a52ef2
BLDP,2025-03-14T11:02:01+00:00,Ballard Power Systems Full Year 2024 Earnings: Misses Expectations,Yahoo,https://finnhub.io/api/news?id=111e7350e4961092485800e6e5b15e5916970c25f8a76e7d5b27f90a94332366
