ticker,published_utc,title,publisher,url
GTLB,2025-11-12T02:11:09+00:00,"GitLab: AI Is A Catalyst, Not A Threat",SeekingAlpha,https://finnhub.io/api/news?id=2d37e11cb8d6c13a3c25143cc900218580fcb996e13d99f94931858d081a67f2
GTLB,2025-11-10T15:03:42+00:00,Should You Buy Gitlab Stock Amid Takeover Speculation?,Yahoo,https://finnhub.io/api/news?id=de23ecb9055f5fa01fb24eaf23ce58dedb02c85a9fde08854ef3bdf3bb17b624
GTLB,2025-11-10T14:00:00+00:00,"GitLab Survey Reveals the ""AI Paradox,"" Faster Coding Creates New Bottlenecks Requiring Platform Solutions",Yahoo,https://finnhub.io/api/news?id=69e5c13306bd258200526863a77ceb8bfd4bc40eb368a130faa0c3c5877eb80f
GTLB,2025-11-09T10:05:00+00:00,2 Top Bargain Stocks Ready for a Bull Run,Yahoo,https://finnhub.io/api/news?id=67ebbaca58c83d7a85feae0dea2ea990b338c4639f09e87fc54bc17415989871
GTLB,2025-11-05T04:02:44+00:00,3 Reasons Investors Love GitLab (GTLB),Yahoo,https://finnhub.io/api/news?id=ecebea277429338fa44616c43caaa82a1027aa042c2937fa8edda6d35ebe019e
GTLB,2025-11-04T20:40:51+00:00,"UiPath, GitLab, DigitalOcean, Braze, and Twilio Shares Are Falling, What You Need To Know",Yahoo,https://finnhub.io/api/news?id=ae4596f297d5e7405b4ab8467ed49c1a36289a42c76be9402b6683c5fb2f38be
GTLB,2025-10-30T23:52:00+00:00,Nutanix (NTNX) and Gitlab (GTLB) Are Aggressive Growth Stocks,Yahoo,https://finnhub.io/api/news?id=120b50c6e69e44f6769461fd575ba27c5ae2b4976aff20c3fe1b77ca46e1e937
GTLB,2025-10-30T03:13:12+00:00,How Investors Are Reacting To Datadog (DDOG) Exploring a GitLab Takeover and Securing Gartner Leadership,Yahoo,https://finnhub.io/api/news?id=a72be878836f3a833cf6a5c9c307138477a1643b569d20a8573497a9f0978eca
GTLB,2025-10-29T12:10:00+00:00,Buy 5 AI Laggards of 2025 to Tap Astonishing Growth Potential,Yahoo,https://finnhub.io/api/news?id=050b4e11ab2eb60e788c9d476147f662af78a303bbd29484e28f7993939bcf2a
GTLB,2025-10-27T22:00:00+00:00,3 Undervalued Tech Stocks to Buy and Hold Right Now,Yahoo,https://finnhub.io/api/news?id=e95ce15454f1d67b0bb67266d38608fa036c0926f52e123c82ffa02522c6322d
