ticker,published_utc,title,publisher,url
LILM,2025-01-03T05:31:14+00:00,LILMF LAWSUIT ALERT: Levi & Korsinsky Notifies Lilium N.V. Investors of a Class Action Lawsuit and Upcoming Deadline,Finnhub,https://finnhub.io/api/news?id=bfe3100d0994b5b47fef989642d7e6b5127c562ff1ff86e3b716d9d18911dc69
LILM,2025-01-02T14:01:05+00:00,The Gross Law Firm Announces the Filing of a Securities Class Action on Behalf of Lilium N.V.(LILMF) Shareholders,Finnhub,https://finnhub.io/api/news?id=65d9d56db36630499217e0f50adb83df91fd05a8b58d6b44bab8e92cac973d63
LILM,2024-12-27T05:46:18+00:00,Levi & Korsinsky Announces the Filing of a Securities Class Action on Behalf of Lilium N.V.(LILMF) Shareholders,Finnhub,https://finnhub.io/api/news?id=8b088608ff9dafd49b62cc707b8ba99c55aad0c739ffb2d08c8649d8aba4188f
LILM,2024-12-20T05:46:19+00:00,"Lilium N.V. Securities Fraud Class Action Lawsuit Pending: Contact Levi & Korsinsky Before January 6, 2025 to Discuss Your Rights - LILMF",Finnhub,https://finnhub.io/api/news?id=cf60d9b4c9a6dc0151956d03f78a3c18db99ff91646a31bfac8420068189c172
LILM,2024-12-17T05:46:19+00:00,"Investors in Lilium N.V. Should Contact Levi & Korsinsky Before January 6, 2025 to Discuss Your Rights - LILMF",Finnhub,https://finnhub.io/api/news?id=3fc3628435a722641012de391243d2277c8cf6f29eef03a944d1683ec04cdfcf
LILM,2024-12-16T05:46:17+00:00,The Gross Law Firm Notifies Shareholders of Lilium N.V.(LILMF) of a Class Action Lawsuit and an Upcoming Deadline,Finnhub,https://finnhub.io/api/news?id=9f3dc716568fe10d7e22023d6e494232434b54bd353b8d05423bcdcd6211cac9
LILM,2024-12-13T15:38:05+00:00,"LILM, LILMF Deadline: LILM, LILMF Investors with Losses in Excess of $100K Have Opportunity to Lead Lilium N.V. Securities Fraud Lawsuit",Finnhub,https://finnhub.io/api/news?id=5dc103b6e7a02718b267cc1ac1137512505e1625919a329a4f68c2d8120c5764
LILM,2024-12-13T05:46:19+00:00,Lilium N.V. Sued for Securities Law Violations - Investors Should Contact Levi & Korsinsky for More Information - LILMF,Finnhub,https://finnhub.io/api/news?id=9bd561386ed801b91130c5c133cfe828ed49219bba8b92031e7d614eac48cb28
LILM,2024-12-12T05:46:17+00:00,"Lilium N.V. Sued for Securities Law Violations - Investors Should Contact The Gross Law Firm Before January 6, 2025 to Discuss Your Rights - LILMF",Finnhub,https://finnhub.io/api/news?id=02feff8f6541bb85af9135691827ce1d7abd91ab1d0b91d204a43d8d5627b8eb
LILM,2024-12-11T12:28:03+00:00,"ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Lilium N.V. Investors to Secure Counsel Before Important Deadline in Securities Class Action - LILM, LILMF",Finnhub,https://finnhub.io/api/news?id=6ff246ac9ab685bca98555ab45e872f52743449cf8421aba700ffeadde198e55
LILM,2024-12-09T05:46:18+00:00,"Class Action Filed Against Lilium N.V. (LILMF) - January 6, 2025 Deadline to Join - Contact The Gross Law Firm",Finnhub,https://finnhub.io/api/news?id=c9b222cb9cb8f65f5394f884723e29c1d78a836344098f8199b7f5b9cfd7c1b9
LILM,2024-12-08T12:01:05+00:00,"LILM, LILMF Investors Have Opportunity to Lead Lilium N.V. Securities Fraud Lawsuit",Finnhub,https://finnhub.io/api/news?id=f63a407f9faf6edac83694388ab6dbac1cca15b513b20aeb7f28bfaf0da8370d
LILM,2024-12-06T05:46:25+00:00,"Levi & Korsinsky Reminds Shareholders of a Lead Plaintiff Deadline of January 6, 2025 in Lilium N.V. Lawsuit - LILMF",Finnhub,https://finnhub.io/api/news?id=a57031f0e7a7fb2e9d090a5ad215dd71b29c7b42e8fbe4e0a0e514895e0b460e
LILM,2024-12-05T09:18:05+00:00,"Lilium N : · Executive eVTOL operator The Ambitious Group signs sales agreement with Lilium GmbH for the purchase of eight Lilium Jets, with options for six more Form 6 K",Finnhub,https://finnhub.io/api/news?id=13ba54bf40b05322be5275782f425e5059a4445713eae6020c4e2bc93687dbed
LILM,2024-12-05T05:46:17+00:00,"The Gross Law Firm Reminds Lilium N.V. Investors of the Pending Class Action Lawsuit with a Lead Plaintiff Deadline of January 6, 2025 - LILM",Finnhub,https://finnhub.io/api/news?id=3db7538616559208ad817723bd671f16ed7758fd567e98378dd84e4d3f94e26d
LILM,2024-12-05T04:11:03+00:00,"Lilium N : GmbH reports continuing momentum on the Jet commercial and test program, as KPMG-driven M&A process continues",Finnhub,https://finnhub.io/api/news?id=f9e330edf384757a1dd7a4539f3140e92ab3135d30af6d2751944adf67874058
LILM,2024-11-26T05:01:15+00:00,Lilium N.V. Sued for Securities Law Violations - Investors Should Contact Levi & Korsinsky for More Information - LILM,Finnhub,https://finnhub.io/api/news?id=67ae56c4f9dfa2e76750fdad750bd6deeb813ad4f1c36c108596780bf2e7129f
LILM,2024-11-20T20:22:03+00:00,"ROSEN, SKILLED INVESTOR COUNSEL, Encourages Lilium N.V. Investors to Secure Counsel Before Important Deadline in Securities Class Action - LILM, LILMF",Finnhub,https://finnhub.io/api/news?id=5967277d47fc4de4245d12f1cdca8a0ff5d38f20f86c301aace003c686241adc
